0.029148,0.99567,0.34586,0.98543,-2.0995
0.012852,0.99381,0.6959,0.99357,-0.95162
0.032351,0.99065,0.51893,0.98382,-1.6313
0.026105,0.99138,0.60013,0.98695,-1.3745
0.032351,0.9883,0.42956,0.98382,-1.8048
0.033552,0.99333,0.40387,0.98322,-1.9499
0.027146,0.98623,0.36542,0.98643,-1.7534
0.034633,0.98876,0.53798,0.98268,-1.5919
0.026025,0.98704,0.52374,0.98699,-1.5218
0.058376,0.98858,0.3055,0.97081,-2.4358
0.028788,0.9895,0.45511,0.98561,-1.7219
0.017937,0.97816,0.53512,0.99103,-1.2744
0.025104,0.99469,0.53363,0.98745,-1.4786
0.032952,0.98313,0.41082,0.98352,-1.8048
0.032191,0.96689,0.53822,0.9839,-1.3818
0.026065,0.99433,0.56967,0.98697,-1.4992
0.035674,0.98575,0.40148,0.98216,-1.8907
0.036035,0.99304,0.40093,0.98198,-1.9375
0.020259,0.97617,0.55499,0.98987,-1.2439
0.022061,0.97716,0.65959,0.98897,-1.1142
0.028828,0.98388,0.52196,0.98559,-1.5388
0.04212,0.98226,0.37227,0.97894,-1.9818
0.027386,0.97645,0.53397,0.98631,-1.4082
0.022962,0.99446,0.40269,0.98852,-1.8398
0.013533,0.97824,0.5679,0.99323,-1.1344
0.036435,0.98697,0.42366,0.98178,-1.8363
0.028387,0.99242,0.61591,0.98581,-1.3067
0.025224,0.9932,0.60443,0.98739,-1.3375
0.03171,0.9921,0.564,0.98414,-1.5004
0.022742,0.9922,0.66326,0.98863,-1.2017
0.029668,0.99227,0.59284,0.98517,-1.4427
0.028427,0.98894,0.40392,0.98579,-1.8009
0.03095,0.99081,0.38131,0.98453,-2.0142
0.04156,0.98739,0.29467,0.97922,-2.2186
0.0045243,0.97459,0.82534,0.99774,-0.49806
0.032611,0.99563,0.39902,0.98369,-1.8284
0.0074071,0.98032,0.74889,0.9963,-0.73672
0.019699,0.99408,0.54807,0.99015,-1.4688
0.0047646,0.98319,0.71184,0.99762,-0.70146
0.013133,0.98646,0.51339,0.99343,-1.3014
0.01073,0.96843,0.76643,0.99463,-0.71031
0.02134,0.99052,0.60059,0.98933,-1.248
0.017056,0.97241,0.59895,0.99147,-1.1069
0.018458,0.98915,0.50187,0.99077,-1.3848
0.01073,0.9864,0.65152,0.99463,-1.0061
0.016936,0.99392,0.57323,0.99153,-1.278
0.013533,0.97175,0.56375,0.99323,-1.0566
0.0097694,0.98164,0.57808,0.99512,-1.0584
0.016536,0.99176,0.72821,0.99173,-0.99892
0.017257,0.99146,0.70089,0.99137,-1.0769
0.033953,0.9946,0.26568,0.98302,-2.4036
0.023943,0.99281,0.48102,0.98803,-1.4858
0.02038,0.99143,0.60346,0.98981,-1.2283
0.02066,0.99254,0.55509,0.98967,-1.5004
0.018458,0.99057,0.64035,0.99077,-1.2056
0.024584,0.99329,0.72067,0.98771,-1.0726
0.016616,0.99203,0.6851,0.99169,-1.119
0.02106,0.99394,0.55139,0.98947,-1.3872
0.037396,0.9937,0.3493,0.9813,-2.0273
0.016836,0.99285,0.70819,0.99158,-1.0599
0.022542,0.99427,0.47244,0.98873,-1.708
0.017897,0.99058,0.47988,0.99105,-1.5329
0.019539,0.99166,0.69482,0.99023,-1.0931
0.026586,0.99335,0.46318,0.98671,-1.6777
