3,11,15,15,3,3,15,6,11,3,5,19,11,3,20,20,3,7,15,13,3,4,23,8,3,4,1,8,11,17,20,9,11,11,20,20,11,18,10,12,3,24,16,12,3,2,22,2,11,14,25,21,11,14,25,21,3,14,22,21,3,14,22,22
3,15,15,15,3,6,15,15,19,6,22,15,19,6,22,15,3,13,7,20,25,13,23,4,5,17,1,8,19,17,11,9,3,19,7,9,25,18,10,12,25,18,16,12,19,2,24,24,3,21,3,11,3,21,15,11,25,14,22,22,19,14,22,22
3,5,15,15,3,6,15,15,19,6,19,19,5,5,19,19,11,13,7,20,3,2,4,23,3,17,1,8,21,17,19,9,11,19,19,10,11,18,10,12,14,18,16,12,3,2,24,24,21,21,19,25,21,21,25,25,14,19,22,25,14,19,22,22
3,3,15,15,7,7,20,20,6,6,5,5,19,19,13,13,7,7,20,20,6,4,23,23,19,8,1,1,17,17,9,11,19,19,20,20,18,10,1,12,17,17,16,12,14,14,2,24,19,21,20,25,21,21,25,25,14,14,24,24,3,3,22,22
3,5,13,15,3,5,6,15,21,5,6,15,21,5,19,19,3,7,13,7,20,24,4,23,20,24,1,8,2,11,17,9,11,18,13,7,21,18,10,12,14,18,16,12,2,18,17,7,11,21,19,19,21,25,19,22,14,25,19,22,2,25,19,22
3,19,15,5,14,6,15,5,14,6,22,5,2,19,22,19,9,13,20,7,14,4,1,23,14,4,1,8,2,21,24,17,9,11,20,25,21,11,10,18,14,13,16,12,2,13,24,12,9,21,22,25,21,21,25,25,14,22,22,25,2,22,22,22
3,5,15,6,21,5,15,6,5,5,22,19,5,5,22,19,3,13,20,7,2,13,4,23,2,13,1,8,5,5,17,9,11,18,20,9,21,18,20,10,2,12,16,24,5,12,17,9,3,21,15,25,21,14,22,25,21,14,22,25,21,14,22,22
3,6,15,5,6,19,15,5,6,6,11,5,19,19,11,5,3,13,7,20,2,13,4,23,6,17,1,8,19,17,11,9,3,3,15,5,14,24,18,10,14,24,16,12,2,24,11,9,3,21,15,25,19,21,22,25,14,21,22,25,19,19,22,22
19,19,15,15,19,6,15,5,19,6,15,5,19,6,15,5,19,13,20,7,9,4,1,23,19,4,1,8,19,19,17,17,19,11,22,16,9,18,10,12,2,24,16,12,2,24,17,12,19,3,25,21,19,3,25,14,19,3,22,14,19,19,22,22
3,3,15,15,6,19,15,5,6,19,15,5,6,19,22,5,13,7,20,11,4,8,23,17,6,8,1,17,25,9,22,11,13,18,20,5,10,18,23,2,16,24,12,2,25,24,22,14,3,21,15,14,21,21,22,14,25,21,22,14,25,3,22,22
19,19,19,15,19,6,17,15,19,6,19,6,19,5,19,5,3,13,20,7,3,13,4,23,2,24,1,8,19,19,17,9,19,11,21,25,3,18,10,12,3,18,16,12,2,24,2,15,19,19,21,21,19,14,21,25,19,14,22,25,19,14,22,22
3,5,3,15,3,5,3,15,6,5,17,5,6,5,17,5,19,12,13,7,20,12,4,8,23,6,1,8,6,6,17,9,6,11,22,25,19,11,10,18,19,12,24,2,16,12,22,7,6,21,3,25,14,21,22,25,14,21,22,25,6,6,22,22
3,17,15,15,3,6,15,15,5,6,11,6,5,19,11,19,25,13,7,20,3,2,4,23,3,17,1,8,5,17,11,9,5,3,22,18,25,13,18,10,25,13,16,12,3,2,24,24,5,21,19,11,5,21,22,22,5,14,22,22,5,14,22,22
3,19,15,15,3,6,15,5,8,6,15,5,8,19,15,5,3,20,13,7,23,4,1,7,23,4,1,9,8,17,24,9,3,11,13,10,14,11,10,18,14,2,10,16,12,2,24,24,3,21,15,25,14,21,22,25,14,21,22,25,14,21,22,22
3,14,15,19,6,14,15,19,6,3,15,19,5,3,22,15,13,7,15,20,3,8,4,23,3,8,1,23,5,17,24,9,11,3,15,10,13,18,10,12,13,18,16,12,2,15,24,4,5,21,15,15,5,21,6,19,14,25,22,24,14,25,22,22
3,9,15,6,25,9,19,6,25,3,19,5,25,3,22,19,13,20,7,10,3,23,4,17,3,8,1,17,22,9,19,11,25,3,21,10,13,18,10,12,13,18,16,12,3,2,19,24,25,14,21,21,25,14,21,24,25,14,21,24,25,14,22,24
3,19,3,15,3,6,22,5,21,6,22,5,8,19,22,15,3,20,13,7,21,4,1,7,23,4,1,9,8,17,22,9,3,11,13,16,21,11,10,18,25,12,16,24,2,12,22,13,3,3,13,14,21,21,14,14,25,25,22,14,2,3,22,22
3,9,15,15,3,19,15,6,25,19,20,5,25,20,20,20,13,7,15,18,3,4,23,17,24,8,1,17,14,9,11,11,25,14,21,21,13,7,10,18,22,7,16,12,14,2,24,24,25,14,21,21,25,14,21,21,25,14,22,22,25,14,22,22
17,9,15,15,12,2,24,6,9,5,19,5,9,17,9,5,20,7,13,13,3,4,23,16,12,8,1,1,9,17,9,11,17,21,9,11,25,7,10,18,25,2,23,16,12,2,24,24,17,21,9,9,17,21,9,9,25,14,13,13,12,14,22,22
3,6,15,15,3,5,15,5,6,5,19,5,6,6,19,5,13,20,7,16,24,4,23,8,24,4,1,8,17,21,11,9,6,14,25,25,13,18,16,10,13,18,16,12,24,2,15,23,21,21,19,25,21,14,25,25,6,14,22,22,6,14,22,22
3,19,15,15,3,19,15,6,25,25,13,13,25,25,13,13,25,7,20,10,3,4,1,23,3,4,1,8,25,17,13,9,25,11,20,9,25,11,10,18,3,2,1,16,3,2,12,24,25,21,22,5,25,21,22,5,25,14,22,5,25,14,22,22
3,5,22,15,3,6,22,15,3,6,22,19,3,5,22,19,3,13,7,20,23,13,1,4,23,11,1,8,2,11,9,17,3,23,7,1,18,10,16,12,18,10,16,12,2,3,9,24,21,21,22,14,21,21,22,14,25,25,22,14,25,3,22,22
20,3,15,5,6,3,15,5,6,3,19,5,17,3,22,13,20,6,7,25,6,4,23,8,6,4,1,8,17,2,9,11,20,2,7,11,18,10,16,12,19,10,16,12,24,2,22,9,20,2,15,25,21,14,19,25,6,14,22,25,24,14,22,22
3,22,15,5,6,5,19,5,6,5,19,5,24,22,22,5,20,13,7,5,6,4,23,8,6,4,1,8,24,17,11,9,20,10,7,9,6,10,18,2,14,10,16,2,24,12,11,9,3,21,15,25,6,21,19,25,14,21,22,25,24,21,22,22
3,3,5,15,3,6,5,15,19,6,5,15,19,6,5,15,3,13,20,7,23,4,1,7,23,17,1,9,8,17,11,9,3,12,20,18,24,10,18,2,24,16,18,2,8,12,11,2,3,22,5,21,3,22,25,14,3,22,25,14,19,22,5,20
3,5,15,15,3,5,15,6,5,3,19,19,5,5,5,19,20,13,22,7,20,13,4,23,3,17,1,8,5,17,15,9,3,11,22,25,21,11,10,18,20,2,16,12,3,2,24,24,3,14,3,25,21,14,25,25,5,14,22,22,5,14,22,22
3,6,15,15,3,6,15,5,19,6,15,5,19,6,15,5,3,13,7,20,18,4,1,23,19,4,1,8,19,17,15,9,11,2,7,20,18,10,1,12,21,16,24,12,19,2,22,2,21,21,15,25,21,14,22,25,21,14,22,25,19,14,22,22
3,5,3,15,3,5,3,6,19,5,19,6,19,5,19,5,25,20,13,7,13,17,4,23,1,17,1,8,19,21,22,9,19,11,14,14,25,18,10,12,2,16,10,12,2,20,24,7,21,3,3,14,21,14,14,14,25,3,22,14,25,3,22,22
3,5,3,15,3,5,3,19,6,5,22,19,6,5,22,5,3,20,13,7,23,20,4,8,23,11,1,8,6,11,17,9,3,12,13,25,14,10,18,2,16,10,18,2,16,12,24,2,3,21,22,25,14,21,22,25,14,21,22,25,6,3,22,25
3,6,3,15,3,6,3,19,21,6,21,19,5,6,22,19,3,13,17,7,20,4,1,8,23,4,1,8,5,21,12,11,21,9,17,7,20,9,10,18,25,24,10,2,16,24,12,11,21,21,3,17,21,14,17,17,25,14,22,17,5,14,22,17
3,19,15,15,3,19,15,5,6,6,9,5,19,19,9,5,25,13,7,20,3,4,16,23,6,8,1,23,19,17,9,11,19,19,21,11,25,18,10,12,25,18,16,12,19,2,24,24,19,19,21,21,19,21,21,21,25,14,22,7,19,14,22,22
3,14,15,15,3,6,15,15,19,6,5,15,19,6,5,5,3,13,15,7,20,13,1,4,23,13,1,8,19,14,17,9,3,11,22,10,14,11,10,18,14,16,10,12,2,16,24,7,3,21,22,25,14,21,22,25,14,21,22,25,19,3,22,22
3,5,22,15,25,6,22,19,25,6,22,19,25,5,22,19,3,13,7,20,5,8,4,23,11,8,1,17,11,9,22,1,3,24,7,19,18,10,4,12,18,16,1,12,2,24,22,24,21,21,21,14,21,21,21,14,25,25,22,14,25,25,22,22
3,5,15,15,3,5,15,15,6,5,19,19,5,5,19,19,13,7,20,1,2,4,23,17,2,8,23,17,5,11,9,9,5,5,20,21,13,10,18,12,2,16,18,12,2,24,22,1,5,5,15,14,25,5,15,14,25,5,22,14,25,5,22,22
3,17,15,6,17,19,15,6,17,19,13,5,17,19,22,13,11,7,15,20,25,4,10,23,19,4,1,8,17,11,13,9,11,17,11,20,18,16,10,12,25,16,10,12,17,2,13,24,11,21,22,22,25,21,22,22,25,14,22,22,25,14,22,22
3,19,15,15,25,19,22,6,15,19,22,5,22,19,22,13,3,7,20,20,25,23,4,17,25,8,1,17,22,9,24,11,3,2,20,11,9,18,10,12,25,16,1,12,15,2,24,11,3,21,3,13,3,21,15,13,25,14,22,5,25,14,22,13
3,21,3,19,3,21,6,19,6,21,6,19,25,21,22,5,3,13,20,7,23,13,1,4,23,17,1,8,2,17,22,9,3,11,20,7,21,11,10,18,2,16,10,12,2,16,22,24,3,14,22,15,25,14,22,15,25,14,22,15,25,14,22,22
3,19,15,20,3,19,15,5,6,19,13,5,17,19,13,13,3,7,20,16,6,4,1,23,13,4,1,8,17,14,9,11,3,6,20,25,18,10,16,12,17,10,16,12,14,2,22,24,3,21,13,25,14,21,9,25,14,21,22,25,14,3,22,22
3,6,3,15,25,6,22,15,19,6,5,15,19,6,5,5,3,13,20,7,23,13,1,4,23,17,1,8,19,17,11,9,3,17,20,7,23,10,18,16,2,10,18,16,2,12,22,24,3,21,3,15,25,21,22,18,25,14,22,15,25,14,22,22
25,5,15,15,3,6,24,19,5,6,19,19,5,5,8,19,25,13,7,20,3,13,23,4,3,13,1,17,8,8,21,9,25,11,21,9,21,18,10,12,21,16,1,12,2,11,24,24,8,8,8,21,8,8,14,14,25,25,22,14,25,25,22,22
3,5,3,15,3,6,19,15,19,6,19,6,8,5,19,19,3,13,22,7,20,4,1,7,23,4,1,1,8,19,17,17,9,11,22,25,20,13,10,18,20,12,24,16,2,12,22,15,9,21,19,25,19,21,25,25,19,14,22,25,2,14,22,22
3,6,7,15,19,6,22,5,19,6,22,5,19,19,22,22,3,13,7,20,23,4,1,8,23,4,1,8,19,14,12,9,11,17,7,1,23,17,18,10,14,2,1,16,14,2,12,12,24,14,22,21,14,25,22,21,14,25,22,21,14,25,22,21
3,19,15,15,3,6,15,15,19,6,5,6,19,6,5,5,2,13,22,7,20,8,4,23,3,8,1,23,3,19,5,17,19,11,15,25,9,18,10,12,2,18,16,12,2,24,22,7,21,19,15,25,21,14,15,25,19,14,22,25,19,14,22,22
3,5,22,15,3,5,6,19,3,5,6,19,3,5,6,5,3,13,20,7,25,13,4,23,2,17,1,8,2,17,6,9,3,11,20,24,25,11,10,18,25,16,10,12,2,16,22,24,3,21,22,22,3,21,22,22,25,14,22,20,2,14,22,22
3,19,13,15,14,6,22,15,14,6,5,15,8,19,5,5,3,24,13,7,20,24,23,4,2,24,1,17,8,3,5,9,3,11,13,7,3,18,10,12,2,18,1,12,2,16,22,9,3,21,13,25,14,21,13,25,14,21,22,25,14,21,22,22
3,6,3,15,3,6,22,19,5,6,22,19,5,6,22,19,3,13,7,20,5,4,1,23,5,4,1,8,5,17,22,9,11,5,22,20,25,18,7,10,25,18,7,16,2,12,22,24,11,21,22,22,25,21,22,22,25,14,22,7,25,14,22,7
3,22,15,12,3,19,15,6,5,19,5,6,11,13,7,13,3,20,15,4,18,9,23,8,5,9,1,8,11,17,7,14,15,18,23,10,18,16,23,1,12,16,12,24,11,21,22,2,15,22,15,7,21,25,25,14,22,22,22,14,11,22,22,22
3,25,15,21,16,5,22,6,16,5,22,19,16,5,22,20,13,7,15,21,4,8,1,23,4,8,1,17,16,9,11,20,13,10,13,21,18,10,1,23,16,3,12,24,2,22,11,25,3,16,15,21,16,2,25,14,22,2,25,14,22,2,22,22
3,6,20,15,14,6,20,5,19,6,21,5,19,6,22,15,3,13,20,7,14,4,10,23,19,4,1,8,19,14,17,9,3,11,20,11,14,11,10,18,14,2,1,16,12,2,24,2,3,14,21,25,14,14,21,25,14,14,22,25,19,19,22,22
3,5,7,15,23,6,22,19,2,6,17,19,2,5,22,17,3,13,7,20,23,13,1,4,23,8,1,4,2,8,17,11,3,9,7,12,3,9,14,10,18,16,1,24,2,16,17,12,3,25,22,21,3,25,14,21,3,25,14,21,2,25,22,22
3,14,3,15,3,14,3,15,6,6,21,5,19,6,9,5,20,7,13,25,6,4,23,8,6,4,1,8,19,17,9,11,20,6,13,25,6,10,18,2,22,12,16,2,24,12,9,15,20,21,3,25,6,21,21,25,14,21,22,25,19,21,22,22
3,19,3,15,14,6,5,15,14,6,5,15,8,19,5,5,3,13,5,7,20,23,1,4,22,23,1,4,8,5,17,9,3,11,5,11,14,18,10,12,14,18,10,12,2,16,24,7,3,21,3,25,14,21,22,25,14,21,22,25,14,21,22,22
3,5,3,15,3,5,6,15,5,5,6,6,25,5,19,5,25,20,13,7,3,20,4,23,3,17,1,8,3,17,19,6,9,11,13,10,25,12,10,18,22,12,10,16,2,12,24,24,9,21,3,6,9,21,22,22,25,14,22,13,25,14,22,22
3,3,3,15,3,3,22,15,6,6,19,19,5,5,17,19,13,7,20,20,6,4,1,23,6,4,1,8,5,5,17,9,11,5,20,25,6,18,10,16,14,18,10,16,12,2,24,24,3,21,25,25,14,21,25,25,14,21,22,25,5,3,22,22
3,5,3,15,3,19,24,19,6,19,17,19,5,5,17,19,13,7,20,20,3,4,16,23,6,4,1,8,5,5,17,9,11,6,20,25,13,18,16,10,22,18,16,10,2,12,24,24,11,5,22,25,21,14,22,25,5,14,22,20,22,14,22,22
