0.11183,0.88307,0.52342,0.98428,-1.2916
0.2301,0.93378,0.38114,0.9628,-1.7322
0.24505,0.92845,0.30928,0.96426,-1.8712
0.1146,0.95982,0.336,0.98136,-1.7441
0.18829,0.94882,0.33441,0.97333,-1.7748
0.22063,0.94683,0.40477,0.96747,-1.6042
0.12428,0.8915,0.43488,0.97627,-1.4932
0.17308,0.90914,0.37385,0.97438,-1.6613
0.05578,0.95159,0.56076,0.98643,-1.218
0.12684,0.88199,0.42721,0.96951,-1.5418
0.16476,0.94818,0.31287,0.97161,-1.849
0.093846,0.97162,0.32756,0.98416,-1.7418
0.071951,0.91552,0.53712,0.98312,-1.2369
0.12926,0.89111,0.40079,0.96815,-1.6178
0.2195,0.91128,0.3326,0.96693,-1.8159
0.11699,0.93129,0.39532,0.97839,-1.6182
0.098063,0.94767,0.40819,0.98232,-1.5774
0.10794,0.95737,0.39326,0.9811,-1.6321
0.13671,0.88129,0.43605,0.97481,-1.5037
0.068089,0.95285,0.4515,0.98699,-1.4263
0.2572,0.90575,0.29904,0.95538,-1.955
0.24138,0.9137,0.29982,0.95943,-1.9306
0.095601,0.96401,0.33244,0.98557,-1.7244
0.14081,0.96457,0.37261,0.97439,-1.6685
0.12382,0.92941,0.45225,0.97227,-1.5598
0.086221,0.94062,0.44759,0.98441,-1.4837
0.21914,0.79271,0.40926,0.95786,-1.6038
0.21427,0.85706,0.39171,0.96685,-1.6321
0.077804,0.9812,0.44906,0.98743,-1.3826
0.16312,0.92394,0.37038,0.97835,-1.673
0.13047,0.91396,0.45408,0.97413,-1.5242
0.19976,0.92149,0.32346,0.96556,-1.8771
0.084001,0.93271,0.48051,0.98373,-1.3775
0.096956,0.92859,0.44877,0.98563,-1.4176
0.13768,0.87255,0.43085,0.97608,-1.494
0.13124,0.87593,0.42901,0.97685,-1.479
0.18076,0.92088,0.32472,0.96299,-1.8863
0.054868,0.97746,0.37605,0.98998,-1.5982
0.13178,0.90778,0.41549,0.97848,-1.5338
0.12506,0.89109,0.43009,0.98016,-1.4611
0.14955,0.9438,0.40096,0.97012,-1.6943
0.078156,0.9806,0.39936,0.98715,-1.5292
0.20614,0.87942,0.396,0.96956,-1.6774
0.15822,0.87579,0.39854,0.96694,-1.6387
0.094607,0.96093,0.35792,0.98462,-1.6707
0.22211,0.92349,0.37707,0.9651,-1.7462
0.06681,0.9837,0.40543,0.98801,-1.5022
0.10851,0.92009,0.46875,0.979,-1.4505
0.11846,0.91132,0.45599,0.97922,-1.4634
0.048572,0.95661,0.47686,0.98726,-1.3434
0.046195,0.96581,0.4693,0.9888,-1.373
0.043337,0.97393,0.50075,0.9902,-1.3347
0.062821,0.96964,0.37669,0.98874,-1.5891
0.037538,0.969,0.46495,0.99229,-1.3286
0.040066,0.95825,0.50621,0.9896,-1.2516
0.035495,0.97467,0.44871,0.99138,-1.3896
0.037312,0.97371,0.43453,0.99136,-1.4149
0.03944,0.97115,0.43397,0.99301,-1.3901
0.064506,0.96193,0.40155,0.98815,-1.5199
0.033723,0.95555,0.61215,0.99225,-1.0276
0.053041,0.97021,0.4184,0.99139,-1.4568
0.060569,0.97795,0.40039,0.98952,-1.5478
0.16677,0.82662,0.503,0.97932,-1.2957
0.16361,0.92311,0.39057,0.96716,-1.7262
0.035256,0.97926,0.439,0.99402,-1.3966
0.080304,0.97438,0.33524,0.98672,-1.6974
0.033136,0.97689,0.48834,0.99435,-1.2876
0.02475,0.98496,0.49434,0.99404,-1.3083
0.043901,0.9639,0.45997,0.99076,-1.348
0.037441,0.97433,0.48546,0.99054,-1.3414
0.025133,0.9896,0.42326,0.9958,-1.4483
0.012936,0.99334,0.44059,0.99744,-1.3829
0.024389,0.96956,0.66309,0.99306,-0.94383
0.026557,0.97443,0.45927,0.99385,-1.2937
0.032505,0.98398,0.43762,0.99263,-1.4477
0.084443,0.97674,0.40765,0.9858,-1.5261
0.098255,0.88992,0.65371,0.98291,-1.0472
0.039474,0.9766,0.47198,0.99327,-1.3433
0.075002,0.97266,0.32991,0.98724,-1.7012
0.028642,0.97721,0.44652,0.99488,-1.3297
0.1346,0.95981,0.33477,0.97741,-1.7757
0.073843,0.97149,0.40502,0.98731,-1.5502
0.11948,0.94102,0.39969,0.97967,-1.5735
0.02342,0.91329,0.71567,0.98881,-0.7723
0.034703,0.98153,0.41858,0.98273,-1.6843
0.14371,0.84902,0.54301,0.97006,-1.3281
0.18501,0.92088,0.38684,0.96745,-1.7405
0.16949,0.83566,0.4738,0.96161,-1.4983
0.12278,0.88075,0.41934,0.97209,-1.5384
0.025447,0.98219,0.47045,0.99406,-1.3284
0.03788,0.98285,0.44699,0.99296,-1.4238
0.039111,0.97833,0.40793,0.99181,-1.4889
